_id,building,class_code,class_type,classroom,created_by,end_period,end_time,has_to_be_allocated,pendings,preferences.accessibility,preferences.air_conditioning,preferences.building,preferences.projector,professor,start_period,start_time,subject_code,subject_name,subscribers,updated_at,vacancies,week_day
6390df7a0d97fb7dc164011f,Biênio,2023106,Teórica,C2-05,luizhiguti,2023-07-15,11:00,true,0,false,false,Biênio,false,(R) Leliane Nunes de Barros,2023-03-13,09:20,MAC2166,Introdução à Computação,2,07/12/2022 16:25,72,qua
6390df7a0d97fb7dc1640121,Biênio,2023106,Teórica,C2-06,luizhiguti,2023-07-15,09:10,true,0,false,false,Biênio,false,(R) Leliane Nunes de Barros,2023-03-13,07:30,MAC2166,Introdução à Computação,2,07/12/2022 16:25,72,sex
6390df7a0d97fb7dc1640123,Biênio,2023107,Teórica,C2-10,luizhiguti,2023-07-15,09:10,true,0,false,false,Biênio,false,(R) Paulo Andre Vechiatto de Miranda,2023-03-13,07:30,MAC2166,Introdução à Computação,1,07/12/2022 16:25,72,qui
6390df7a0d97fb7dc1640125,Biênio,2023107,Teórica,C2-05,luizhiguti,2023-07-15,16:40,true,0,false,false,Biênio,false,(R) Paulo Andre Vechiatto de Miranda,2023-03-13,15:00,MAC2166,Introdução à Computação,1,07/12/2022 16:25,72,sex
6390df7a0d97fb7dc1640127,Biênio,2023108,Teórica,C2-13,luizhiguti,2023-07-15,11:00,true,0,false,false,Biênio,false,(R) Paulo Andre Vechiatto de Miranda,2023-03-13,09:20,MAC2166,Introdução à Computação,7,07/12/2022 16:25,72,qui
6390df7a0d97fb7dc1640129,Biênio,2023108,Teórica,C2-10,luizhiguti,2023-07-15,14:50,true,0,false,false,Biênio,false,(R) Paulo Andre Vechiatto de Miranda,2023-03-13,13:10,MAC2166,Introdução à Computação,7,07/12/2022 16:25,72,sex
6390df7a0d97fb7dc164012b,Biênio,2023109,Teórica,C2-13,luizhiguti,2023-07-15,09:10,true,0,false,false,Biênio,false,(R) Marcelo Finger,2023-03-13,07:30,MAC2166,Introdução à Computação,4,07/12/2022 16:25,72,ter
6390df7a0d97fb7dc164012d,Biênio,2023109,Teórica,A1-06,luizhiguti,2023-07-15,09:10,true,0,false,false,Biênio,false,(R) Marcelo Finger,2023-03-13,07:30,MAC2166,Introdução à Computação,4,07/12/2022 16:25,72,sex
6390df7a0d97fb7dc164012f,Biênio,2023110,Teórica,C2-03,luizhiguti,2023-07-15,11:00,true,0,false,false,Biênio,false,(R) Marcelo Finger,2023-03-13,09:20,MAC2166,Introdução à Computação,0,07/12/2022 16:25,72,ter
6390df7a0d97fb7dc1640131,Biênio,2023110,Teórica,C2-01,luizhiguti,2023-07-15,11:00,true,0,false,false,Biênio,false,(R) Marcelo Finger,2023-03-13,09:20,MAC2166,Introdução à Computação,0,07/12/2022 16:25,72,sex
6390df7a0d97fb7dc1640133,Biênio,2023111,Teórica,C1-05,luizhiguti,2023-07-15,16:40,true,0,false,false,Biênio,false,(R) Ronaldo Fumio Hashimoto,2023-03-13,15:00,MAC2166,Introdução à Computação,5,07/12/2022 16:25,72,qua
6390df7a0d97fb7dc1640135,Biênio,2023111,Teórica,C1-03,luizhiguti,2023-07-15,11:00,true,0,false,false,Biênio,false,(R) Ronaldo Fumio Hashimoto,2023-03-13,09:20,MAC2166,Introdução à Computação,5,07/12/2022 16:25,72,sex
6390df7a0d97fb7dc1640137,Biênio,2023112,Teórica,C1-04,luizhiguti,2023-07-15,14:50,true,0,false,false,Biênio,false,,2023-03-13,13:10,MAC2166,Introdução à Computação,0,07/12/2022 16:25,72,qua
6390df7a0d97fb7dc1640139,Biênio,2023112,Teórica,C2-08,luizhiguti,2023-07-15,09:10,true,0,false,false,Biênio,false,,2023-03-13,07:30,MAC2166,Introdução à Computação,0,07/12/2022 16:25,72,sex
6390df7a0d97fb7dc164013b,Biênio,2023113,Teórica,C1-03,luizhiguti,2023-07-15,20:10,true,0,false,false,Biênio,false,(R) André Fujita,2023-03-13,18:30,MAC2166,Introdução à Computação,21,07/12/2022 16:25,50,seg
6390df7a0d97fb7dc164013d,Biênio,2023113,Teórica,A1-04,luizhiguti,2023-07-15,18:40,true,0,false,false,Biênio,false,(R) André Fujita,2023-03-13,17:00,MAC2166,Introdução à Computação,21,07/12/2022 16:25,50,sex
6390df7a0d97fb7dc164013f,Biênio,2023114,Teórica,A1-04,luizhiguti,2023-07-15,18:40,true,0,false,false,Biênio,false,(R) André Fujita,2023-03-13,17:00,MAC2166,Introdução à Computação,35,07/12/2022 16:25,80,ter
6390df7a0d97fb7dc1640141,Biênio,2023114,Teórica,C1-05,luizhiguti,2023-07-15,18:40,true,0,false,false,Biênio,false,(R) André Fujita,2023-03-13,17:00,MAC2166,Introdução à Computação,35,07/12/2022 16:25,80,qui
6390df7b0d97fb7dc1640145,Biênio,2023101,Teórica,A1-04,luizhiguti,2023-07-15,14:50,true,0,false,false,Biênio,false,,2023-03-13,13:10,MAT2455,Cálculo Diferencial e Integral III,44,07/12/2022 16:25,80,ter
6390df7b0d97fb7dc1640147,Biênio,2023101,Teórica,C1-09,luizhiguti,2023-07-15,14:50,true,0,false,false,Biênio,false,,2023-03-13,13:10,MAT2455,Cálculo Diferencial e Integral III,44,07/12/2022 16:25,80,qui
6390df7b0d97fb7dc1640149,Biênio,2023102,Teórica,A1-06,luizhiguti,2023-07-15,16:40,true,0,false,false,Biênio,false,,2023-03-13,15:00,MAT2455,Cálculo Diferencial e Integral III,89,07/12/2022 16:25,80,ter
6390df7b0d97fb7dc164014b,Biênio,2023102,Teórica,A1-02,luizhiguti,2023-07-15,16:40,true,0,false,false,Biênio,false,,2023-03-13,15:00,MAT2455,Cálculo Diferencial e Integral III,89,07/12/2022 16:25,80,qui
6390df7b0d97fb7dc164014d,Biênio,2023103,Teórica,C2-09,luizhiguti,2023-07-15,14:50,true,0,false,false,Biênio,false,,2023-03-13,13:10,MAT2455,Cálculo Diferencial e Integral III,39,07/12/2022 16:25,80,ter
6390df7b0d97fb7dc164014f,Biênio,2023103,Teórica,C1-04,luizhiguti,2023-07-15,14:50,true,0,false,false,Biênio,false,,2023-03-13,13:10,MAT2455,Cálculo Diferencial e Integral III,39,07/12/2022 16:25,80,qui
6390df7b0d97fb7dc1640151,Biênio,2023104,Teórica,A1-06,luizhiguti,2023-07-15,16:40,true,0,false,false,Biênio,false,,2023-03-13,15:00,MAT2455,Cálculo Diferencial e Integral III,85,07/12/2022 16:25,80,qua
6390df7b0d97fb7dc1640153,Biênio,2023104,Teórica,A1-06,luizhiguti,2023-07-15,16:40,true,0,false,false,Biênio,false,,2023-03-13,15:00,MAT2455,Cálculo Diferencial e Integral III,85,07/12/2022 16:25,80,qui
6390df7b0d97fb7dc1640155,Biênio,2023105,Teórica,C2-06,luizhiguti,2023-07-15,14:50,true,0,false,false,Biênio,false,,2023-03-13,13:10,MAT2455,Cálculo Diferencial e Integral III,30,07/12/2022 16:25,80,seg
6390df7b0d97fb7dc1640157,Biênio,2023105,Teórica,C1-05,luizhiguti,2023-07-15,14:50,true,0,false,false,Biênio,false,,2023-03-13,13:10,MAT2455,Cálculo Diferencial e Integral III,30,07/12/2022 16:25,80,qui
6390df7b0d97fb7dc1640159,Biênio,2023106,Teórica,C2-03,luizhiguti,2023-07-15,16:40,true,0,false,false,Biênio,false,,2023-03-13,15:00,MAT2455,Cálculo Diferencial e Integral III,44,07/12/2022 16:25,80,seg
6390df7b0d97fb7dc164015b,Biênio,2023106,Teórica,C1-09,luizhiguti,2023-07-15,16:40,true,0,false,false,Biênio,false,,2023-03-13,15:00,MAT2455,Cálculo Diferencial e Integral III,44,07/12/2022 16:25,80,qui
6390df7b0d97fb7dc164015d,Biênio,2023107,Teórica,C2-09,luizhiguti,2023-07-15,14:50,true,0,false,false,Biênio,false,,2023-03-13,13:10,MAT2455,Cálculo Diferencial e Integral III,47,07/12/2022 16:25,80,seg
6390df7b0d97fb7dc164015f,Biênio,2023107,Teórica,C2-09,luizhiguti,2023-07-15,14:50,true,0,false,false,Biênio,false,,2023-03-13,13:10,MAT2455,Cálculo Diferencial e Integral III,47,07/12/2022 16:25,80,qui
6390df7b0d97fb7dc1640161,Biênio,2023108,Teórica,C2-13,luizhiguti,2023-07-15,16:40,true,0,false,false,Biênio,false,,2023-03-13,15:00,MAT2455,Cálculo Diferencial e Integral III,55,07/12/2022 16:25,80,seg
6390df7b0d97fb7dc1640163,Biênio,2023108,Teórica,C2-06,luizhiguti,2023-07-15,16:40,true,0,false,false,Biênio,false,,2023-03-13,15:00,MAT2455,Cálculo Diferencial e Integral III,55,07/12/2022 16:25,80,qui
6390df7b0d97fb7dc1640165,Biênio,2023109,Teórica,C2-05,luizhiguti,2023-07-15,16:40,true,0,false,false,Biênio,false,,2023-03-13,15:00,MAT2455,Cálculo Diferencial e Integral III,77,07/12/2022 16:25,82,seg
6390df7b0d97fb7dc1640167,Biênio,2023109,Teórica,C1-04,luizhiguti,2023-07-15,16:40,true,0,false,false,Biênio,false,,2023-03-13,15:00,MAT2455,Cálculo Diferencial e Integral III,77,07/12/2022 16:25,82,qua
6390df7b0d97fb7dc1640169,Biênio,2023110,Teórica,C1-01,luizhiguti,2023-07-15,11:00,true,0,false,false,Biênio,false,,2023-03-13,09:20,MAT2455,Cálculo Diferencial e Integral III,50,07/12/2022 16:25,80,seg
6390df7b0d97fb7dc164016b,Biênio,2023110,Teórica,A1-02,luizhiguti,2023-07-15,11:00,true,0,false,false,Biênio,false,,2023-03-13,09:20,MAT2455,Cálculo Diferencial e Integral III,50,07/12/2022 16:25,80,qua
6390df7b0d97fb7dc164016d,Biênio,2023111,Teórica,C2-10,luizhiguti,2023-07-15,14:50,true,0,false,false,Biênio,false,,2023-03-13,13:10,MAT2455,Cálculo Diferencial e Integral III,57,07/12/2022 16:25,80,seg
6390df7b0d97fb7dc164016f,Biênio,2023111,Teórica,C2-05,luizhiguti,2023-07-15,14:50,true,0,false,false,Biênio,false,,2023-03-13,13:10,MAT2455,Cálculo Diferencial e Integral III,57,07/12/2022 16:25,80,qua
6390df7b0d97fb7dc1640171,Biênio,2023112,Teórica,A1-03,luizhiguti,2023-07-15,09:10,true,0,false,false,Biênio,false,,2023-03-13,07:30,MAT2455,Cálculo Diferencial e Integral III,66,07/12/2022 16:25,80,seg
6390df7b0d97fb7dc1640173,Biênio,2023112,Teórica,C1-03,luizhiguti,2023-07-15,09:10,true,0,false,false,Biênio,false,,2023-03-13,07:30,MAT2455,Cálculo Diferencial e Integral III,66,07/12/2022 16:25,80,qua
6390df7b0d97fb7dc1640176,Biênio,2023101,Teórica,C2-06,luizhiguti,2023-07-15,09:10,true,0,false,false,Biênio,false,,2023-03-13,07:30,MAT3457,Álgebra Linear I,7,07/12/2022 16:25,17,seg
6390df7b0d97fb7dc1640178,Biênio,2023101,Teórica,C2-03,luizhiguti,2023-07-15,11:00,true,0,false,false,Biênio,false,,2023-03-13,09:20,MAT3457,Álgebra Linear I,7,07/12/2022 16:25,17,qui
6390df7b0d97fb7dc164017a,Biênio,2023102,Teórica,C1-01,luizhiguti,2023-07-15,16:40,true,0,false,false,Biênio,false,,2023-03-13,15:00,MAT3457,Álgebra Linear I,18,07/12/2022 16:25,5,ter
6390df7b0d97fb7dc164017c,Biênio,2023102,Teórica,C1-04,luizhiguti,2023-07-15,16:40,true,0,false,false,Biênio,false,,2023-03-13,15:00,MAT3457,Álgebra Linear I,18,07/12/2022 16:25,5,qui
6390df7b0d97fb7dc164017e,Biênio,2023103,Teórica,C1-03,luizhiguti,2023-07-15,14:50,true,0,false,false,Biênio,false,,2023-03-13,13:10,MAT3457,Álgebra Linear I,12,07/12/2022 16:25,5,ter
6390df7b0d97fb7dc1640180,Biênio,2023103,Teórica,C2-03,luizhiguti,2023-07-15,14:50,true,0,false,false,Biênio,false,,2023-03-13,13:10,MAT3457,Álgebra Linear I,12,07/12/2022 16:25,5,qui
6390df7b0d97fb7dc1640182,Biênio,2023104,Teórica,C1-04,luizhiguti,2023-07-15,09:10,true,0,false,false,Biênio,false,,2023-03-13,07:30,MAT3457,Álgebra Linear I,8,07/12/2022 16:25,11,qua
6390df7b0d97fb7dc1640184,Biênio,2023104,Teórica,C2-10,luizhiguti,2023-07-15,09:10,true,0,false,false,Biênio,false,,2023-03-13,07:30,MAT3457,Álgebra Linear I,8,07/12/2022 16:25,11,sex
6390df7b0d97fb7dc1640186,Biênio,2023105,Teórica,C1-05,luizhiguti,2023-07-15,11:00,true,0,false,false,Biênio,false,,2023-03-13,09:20,MAT3457,Álgebra Linear I,4,07/12/2022 16:25,19,qua
6390df7b0d97fb7dc1640188,Biênio,2023105,Teórica,C2-13,luizhiguti,2023-07-15,11:00,true,0,false,false,Biênio,false,,2023-03-13,09:20,MAT3457,Álgebra Linear I,4,07/12/2022 16:25,19,sex
6390df7b0d97fb7dc164018a,Biênio,2023106,Teórica,C1-03,luizhiguti,2023-07-15,11:00,true,0,false,false,Biênio,false,,2023-03-13,09:20,MAT3457,Álgebra Linear I,6,07/12/2022 16:25,10,seg
6390df7b0d97fb7dc164018c,Biênio,2023106,Teórica,C2-03,luizhiguti,2023-07-15,09:10,true,0,false,false,Biênio,false,,2023-03-13,07:30,MAT3457,Álgebra Linear I,6,07/12/2022 16:25,10,qui
6390df7b0d97fb7dc164018e,Biênio,2023107,Teórica,C2-09,luizhiguti,2023-07-15,11:00,true,0,false,false,Biênio,false,,2023-03-13,09:20,MAT3457,Álgebra Linear I,3,07/12/2022 16:25,14,seg
6390df7b0d97fb7dc1640190,Biênio,2023107,Teórica,C2-07,luizhiguti,2023-07-15,11:00,true,0,false,false,Biênio,false,,2023-03-13,09:20,MAT3457,Álgebra Linear I,3,07/12/2022 16:25,14,qua
6390df7b0d97fb7dc1640192,Biênio,2023108,Teórica,C2-10,luizhiguti,2023-07-15,09:10,true,0,false,false,Biênio,false,,2023-03-13,07:30,MAT3457,Álgebra Linear I,1,07/12/2022 16:25,10,seg
6390df7b0d97fb7dc1640194,Biênio,2023108,Teórica,C2-02,luizhiguti,2023-07-15,09:10,true,0,false,false,Biênio,false,,2023-03-13,07:30,MAT3457,Álgebra Linear I,1,07/12/2022 16:25,10,qua
6390df7b0d97fb7dc1640196,Biênio,2023109,Teórica,C1-04,luizhiguti,2023-07-15,11:00,true,0,false,false,Biênio,false,,2023-03-13,09:20,MAT3457,Álgebra Linear I,4,07/12/2022 16:25,10,seg
6390df7b0d97fb7dc1640198,Biênio,2023109,Teórica,C2-02,luizhiguti,2023-07-15,11:00,true,0,false,false,Biênio,false,,2023-03-13,09:20,MAT3457,Álgebra Linear I,4,07/12/2022 16:25,10,qua
6390df7b0d97fb7dc164019a,Biênio,2023110,Teórica,C2-04,luizhiguti,2023-07-15,09:10,true,0,false,false,Biênio,false,,2023-03-13,07:30,MAT3457,Álgebra Linear I,4,07/12/2022 16:25,20,seg
6390df7b0d97fb7dc164019c,Biênio,2023110,Teórica,A1-05,luizhiguti,2023-07-15,09:10,true,0,false,false,Biênio,false,,2023-03-13,07:30,MAT3457,Álgebra Linear I,4,07/12/2022 16:25,20,qua
6390df7b0d97fb7dc164019e,Biênio,2023111,Teórica,CT-04,luizhiguti,2023-07-15,11:00,true,0,false,false,Biênio,false,,2023-03-13,09:20,MAT3457,Álgebra Linear I,2,07/12/2022 16:25,10,seg
6390df7b0d97fb7dc16401a0,Biênio,2023111,Teórica,C2-03,luizhiguti,2023-07-15,11:00,true,0,false,false,Biênio,false,,2023-03-13,09:20,MAT3457,Álgebra Linear I,2,07/12/2022 16:25,10,qua
6390df7b0d97fb7dc16401a2,Biênio,2023112,Teórica,C2-08,luizhiguti,2023-07-15,09:10,true,0,false,false,Biênio,false,,2023-03-13,07:30,MAT3457,Álgebra Linear I,6,07/12/2022 16:25,10,seg
